date,average_tas_c
2022-08-01,-13.009837251551005
2022-09-01,-13.549454632927393
2022-10-01,-22.236611399931036
2022-11-01,-16.590370267980234
2022-12-01,-11.48161010742183
2023-01-01,-4.322251981847387
2023-02-01,-0.6547987994025561
2023-03-01,0.36005859375001137
2023-04-01,-0.6014860265394759
2023-05-01,-0.794673426011002
2023-06-01,-2.804009291704915
2023-07-01,-8.117788157743519
2023-08-01,-13.421340762867601
2023-09-01,-12.590161671357976
2023-10-01,-18.776002951229287
2023-11-01,-16.64773398006662
2023-12-01,-14.074368824678288
2024-01-01,-4.287536262063384
2024-02-01,-1.0992639878216437
2024-03-01,0.5872486787683897
2024-04-01,-0.7674686207490709
2024-05-01,-2.939998851102928
2024-06-01,-3.063931812959538
2024-07-01,-8.940894990808829
2024-08-01,-18.41823748420265
2024-09-01,-20.338689826516514
2024-10-01,-22.446341301413128
2024-11-01,-18.61097609576055
2024-12-01,-13.739256555893803
2025-01-01,-5.613142305261931
2025-02-01,-0.4574197208179953
2025-03-01,0.13073838177854213
2025-04-01,-0.8521491555606531
2025-05-01,-2.4110125373391043
2025-06-01,-6.495973833869471
2025-07-01,-9.586013973460467
2025-08-01,-17.66947290757122
2025-09-01,-21.65792433794806
2025-10-01,-9.413947969324454
2025-11-01,-16.138385907341444
2025-12-01,-17.028794412051923
2026-01-01,-6.391198730468716
2026-02-01,-0.4380532657398817
2026-03-01,-0.02458208869484224
2026-04-01,-0.5303603228400675
2026-05-01,-2.394632137522933
2026-06-01,-5.4327464384190876
2026-07-01,-18.565362728343274
2026-08-01,-22.935006354836844
2026-09-01,-16.334334250057395
2026-10-01,-22.780699965533074
2026-11-01,-18.848643762925064
2026-12-01,-12.848150634765602
2027-01-01,-6.146989530675512
2027-02-01,-0.8206815831801464
2027-03-01,0.15303955078127274
2027-04-01,-0.6316901711856531
2027-05-01,-1.1360225901884178
2027-06-01,-6.489030905330878
2027-07-01,-9.688022748161757
2027-08-01,-10.856525735294099
2027-09-01,-13.456661807789487
2027-10-01,-22.423495483398426
2027-11-01,-20.1118864171645
2027-12-01,-13.62812320484835
2028-01-01,-5.315006749770191
2028-02-01,-1.3828512752756978
2028-03-01,-0.059963091681936476
2028-04-01,-0.3496980554917286
2028-05-01,-0.7919440774356303
2028-06-01,-2.4438699161304953
2028-07-01,-10.049710980583598
2028-08-01,-19.696772676355664
2028-09-01,-15.01260555491723
2028-10-01,-19.469516350241236
2028-11-01,-17.36898336971504
2028-12-01,-14.478480619542722
2029-01-01,-5.019813447840079
2029-02-01,-0.5927027085247687
2029-03-01,-0.4901719037223984
2029-04-01,0.6545995375689699
2029-05-01,-0.757787008846492
2029-06-01,-2.7703426585477473
2029-07-01,-11.318611414292263
2029-08-01,-22.093775311638296
2029-09-01,-18.297531845990335
2029-10-01,-15.405743767233446
2029-11-01,-15.363810281192514
2029-12-01,-17.31630105411304
2030-01-01,-5.827433866613035
2030-02-01,-0.6370648552389753
2030-03-01,0.26305075252759025
2030-04-01,0.7621007582720836
2030-05-01,-0.9028848087086203
2030-06-01,-4.02182114545036
2030-07-01,-9.860865693933818
2030-08-01,-10.445254337086396
2030-09-01,-16.49224979176239
2030-10-01,-20.342177088120394
2030-11-01,-17.251381548713226
2030-12-01,-10.622219310087303
2031-01-01,-3.308623549517449
2031-02-01,-0.12181145163140172
2031-03-01,0.3910816865808897
2031-04-01,1.0775275735294372
2031-05-01,-0.5274478687959459
2031-06-01,-0.29881663602941444
2031-07-01,-6.9026654411764525
2031-08-01,-7.50094748104317
2031-09-01,-7.071168069278485
2031-10-01,-12.057045970243564
2031-11-01,-11.008776137408063
2031-12-01,-12.27839211856616
2032-01-01,-2.368011474609375
2032-02-01,0.025507668887883028
2032-03-01,1.1562309713924606
2032-04-01,1.268661678538649
2032-05-01,0.9669616699218864
2032-06-01,-1.5559918571920548
2032-07-01,-3.369149241727939
2032-08-01,-10.166947308708643
2032-09-01,-8.310556927849234
2032-10-01,-16.950221342198972
2032-11-01,-12.235419778262838
2032-12-01,-12.150315946691137
2033-01-01,-3.109347713694831
2033-02-01,-0.517583151424617
2033-03-01,1.0346970502068302
2033-04-01,1.5412073471966892
2033-05-01,-0.25616957720586697
2033-06-01,-1.0838375315946678
2033-07-01,-6.005145263671864
2033-08-01,-7.850178079044099
2033-09-01,-6.380173268037652
2033-10-01,-13.677404246610706
2033-11-01,-12.102109303193913
2033-12-01,-14.535518870634178
2034-01-01,-5.619590490004555
2034-02-01,-0.3807082232306698
2034-03-01,1.4753453871783222
2034-04-01,1.0569353889016497
2034-05-01,-0.6893518784466437
2034-06-01,-2.916502111098339
2034-07-01,-7.304630055147015
2034-08-01,-10.34470789292277
2034-09-01,-10.837238984949408
2034-10-01,-18.26070143755743
2034-11-01,-15.358162195542263
2034-12-01,-9.044121955422781
2035-01-01,-2.9558837890624545
2035-02-01,-0.02092751895679612
2035-03-01,1.1658608829274044
2035-04-01,1.5322649787454452
2035-05-01,-0.052213421989847575
2035-06-01,-1.3727029239429953
2035-07-01,-5.828553682215045
2035-08-01,-8.958216768152568
2035-09-01,-13.651464484719668
2035-10-01,-17.919124827665428
2035-11-01,-11.007571590647956
2035-12-01,-12.081805778952173
2036-01-01,-3.1784334070542286
2036-02-01,-0.095759851792252
2036-03-01,1.5915933048024158
2036-04-01,2.035430190142506
2036-05-01,0.4837617761948536
2036-06-01,-0.005474494485270043
2036-07-01,-4.68206787109375
2036-08-01,-3.893033375459538
2036-09-01,-12.030735689050971
2036-10-01,-17.749252139820754
2036-11-01,-7.890812772863001
2036-12-01,-7.480016730813418
2037-01-01,-1.9241584329043917
2037-02-01,0.3784344841452594
2037-03-01,2.7183342428768356
2037-04-01,2.6844801958869766
2037-05-01,1.90549639533549
2037-06-01,-0.917771283318018
2037-07-01,-3.4460072236902306
2037-08-01,-10.653753662109352
2037-09-01,-15.170942777745836
2037-10-01,-11.100929529526638
2037-11-01,-11.537571806066126
2037-12-01,-10.575072165096458
2038-01-01,-3.9798706054687045
2038-02-01,0.10577679802389639
2038-03-01,1.3197068158318075
2038-04-01,2.346571978400732
2038-05-01,-0.06090841854319251
2038-06-01,-0.5097860897288342
2038-07-01,-5.8454144646139525
2038-08-01,-12.250434785730704
2038-09-01,-11.094987577550512
2038-10-01,-15.88083155014931
2038-11-01,-14.912776453354752
2038-12-01,-8.287365004595586
2039-01-01,-1.3044419232536484
2039-02-01,0.4322283576516952
2039-03-01,1.7836206772748255
2039-04-01,1.5170787138097808
2039-05-01,0.1584246467141952
2039-06-01,-2.125008616727939
2039-07-01,-1.7862315458409626
2039-08-01,-6.4643016142003376
2039-09-01,-14.08650063907396
2039-10-01,-17.230333575080408
2039-11-01,-20.80282215791587
2039-12-01,-12.166515754250895
2040-01-01,-1.5947107651654164
2040-02-01,-0.668837603400732
2040-03-01,0.825760785271143
2040-04-01,2.5025961483226524
2040-05-01,-0.25528995289522527
2040-06-01,-1.092435948988964
2040-07-01,-8.398255471622235
2040-08-01,-8.824677231732494
2040-09-01,-16.498137350643333
2040-10-01,-16.790814927045005
2040-11-01,-19.959317914177376
2040-12-01,-10.306586770450338
2041-01-01,-4.439806410845563
2041-02-01,-0.803298052619482
2041-03-01,1.177499569163615
2041-04-01,0.4493099437040655
2041-05-01,-1.1788782456341664
2041-06-01,-1.7535673253676123
2041-07-01,-5.579556453929229
2041-08-01,-9.044807703354763
2041-09-01,-12.59651076372927
2041-10-01,-17.729497931985264
2041-11-01,-13.082197301528026
2041-12-01,-10.085599293428288
2042-01-01,-2.498068775850186
2042-02-01,1.4489598891314586
2042-03-01,2.0640754250919144
2042-04-01,2.4973198385799833
2042-05-01,1.276179055606633
2042-06-01,0.35899335075828276
2042-07-01,-4.58964197495402
2042-08-01,-3.531722124885107
2042-09-01,-9.795504222196655
2042-10-01,-9.370239975873119
2042-11-01,-9.132451315487117
2042-12-01,-11.679011804917252
2043-01-01,-3.19633142807902
2043-02-01,0.27157090130975803
2043-03-01,1.3049822639016497
2043-04-01,1.7347771139706083
2043-05-01,-0.393815702550512
2043-06-01,-2.965885656020191
2043-07-01,-9.03287712545955
2043-08-01,-14.147942397173665
2043-09-01,-16.906916719324443
2043-10-01,-11.452858599494448
2043-11-01,-7.226980411305135
2043-12-01,-8.186827536190208
2044-01-01,-3.5071813246782995
2044-02-01,-0.3267369887407767
2044-03-01,0.7697057387408108
2044-04-01,0.8204952464384405
2044-05-01,-0.5655930463005348
2044-06-01,-0.6374752269071564
2044-07-01,-2.2178010828354786
2044-08-01,-9.627836339613964
2044-09-01,-15.633718154009614
2044-10-01,-10.176337028952162
2044-11-01,-11.155463723575338
2044-12-01,-6.406768080767449
2045-01-01,-0.9725776223575053
2045-02-01,0.06709917853862635
2045-03-01,1.7311738855698877
2045-04-01,2.5875484690947133
2045-05-01,1.0293019014246738
2045-06-01,0.5876773609834913
2045-07-01,-1.1665477079503717
2045-08-01,-4.913602223115788
2045-09-01,-11.697088264016543
2045-10-01,-16.040930355296382
2045-11-01,-15.865574197208161
2045-12-01,-13.42783992991724
2046-01-01,-3.5498319738051123
2046-02-01,-0.37234568876374396
2046-03-01,1.6920866124770555
2046-04-01,2.6944371840533563
2046-05-01,-0.6941808363970381
2046-06-01,-1.3187747730927981
2046-07-01,-3.842304543887849
2046-08-01,-7.912613094554217
2046-09-01,-9.01316456514246
2046-10-01,-10.358228616153497
2046-11-01,-17.952009133731593
2046-12-01,-5.922506175321644
2047-01-01,-2.401994413488012
2047-02-01,0.6895726821002199
2047-03-01,2.7721378102022527
2047-04-01,2.522325224034944
2047-05-01,1.1911707261029392
2047-06-01,-1.9409448960248028
2047-07-01,-6.237832103056064
2047-08-01,-12.42576994054457
2047-09-01,-17.545044483857964
2047-10-01,-16.590952974207255
2047-11-01,-9.064611098345551
2047-12-01,-7.377769200942055
2048-01-01,-1.9555513269760922
2048-02-01,0.3131092744715147
2048-03-01,1.66422190946696
2048-04-01,1.8725402832031364
2048-05-01,1.18782384535848
2048-06-01,-1.1207286161534853
2048-07-01,-5.386769014246283
2048-08-01,-7.58069098977478
2048-09-01,-7.820879767922747
2048-10-01,-8.868742819393333
2048-11-01,-14.810088213752294
2048-12-01,-12.406072639016543
2049-01-01,-1.6154178394990595
2049-02-01,0.30610459271599666
2049-03-01,1.7176553165211885
2049-04-01,1.9978580250459572
2049-05-01,0.6444256950827594
2049-06-01,-1.3529189165900561
2049-07-01,-5.975078268612094
2049-08-01,-8.135316018497235
2049-09-01,-12.624622120576703
2049-10-01,-6.646464269301475
2049-11-01,-9.0607597799862
2049-12-01,-10.23558744542737
2050-01-01,-3.9537874109604445
2050-02-01,0.503779153262883
2050-03-01,1.5501382266774044
2050-04-01,2.339115636488998
2050-05-01,1.2510329302619994
2050-06-01,-0.19950848747697592
2050-07-01,-2.170988913143333
2050-08-01,-5.909268367991729
2050-09-01,-11.355639827952643
2050-10-01,-7.264919505399803
2050-11-01,-17.05595954446227
2050-12-01,-11.063896268956796
2051-01-01,-5.0826538085937045
2051-02-01,-0.8207641601562159
2051-03-01,0.8824893727022527
2051-04-01,1.8768734202665769
2051-05-01,0.9959214154412166
2051-06-01,-0.8945283777573536
2051-07-01,-7.551555678423711
2051-08-01,-14.076127355238953
2051-09-01,-18.437287095013772
2051-10-01,-18.201811846564766
2051-11-01,-16.98034614114198
2051-12-01,-10.822975427964138
2052-01-01,-2.8106355554917286
2052-02-01,-0.09979319852936896
2052-03-01,1.5763068704044372
2052-04-01,2.548133760340079
2052-05-01,0.5619779698989191
2052-06-01,-0.5716768152573195
2052-07-01,-7.289272891773862
2052-08-01,-14.798748599781675
2052-09-01,-16.575389906939336
2052-10-01,-19.046485452090963
2052-11-01,-18.63675411448756
2052-12-01,-12.265427174287652
2053-01-01,-5.629314467486211
2053-02-01,-0.6718624339383723
2053-03-01,0.4857755773207941
2053-04-01,1.3305865119485247
2053-05-01,-1.178009751263744
2053-06-01,-3.5818495806525448
2053-07-01,-6.0884657915900675
2053-08-01,-17.00595882640164
2053-09-01,-23.14365539550778
2053-10-01,-19.01902555577894
2053-11-01,-21.42273846794575
2053-12-01,-12.174381031709515
2054-01-01,-4.635614731732517
2054-02-01,-0.7596381692325167
2054-03-01,0.16360401826750604
2054-04-01,1.5511252010570047
2054-05-01,0.6221999224494539
2054-06-01,-0.8993261000688904
2054-07-01,-6.822110164866729
2054-08-01,-17.238571346507342
2054-09-01,-9.335132553998164
2054-10-01,-20.650394753848786
2054-11-01,-15.133013377470093
2054-12-01,-8.800837976792252
2055-01-01,-4.810897288602916
2055-02-01,-0.3656598259420889
2055-03-01,1.3730845731847694
2055-04-01,1.8734116498162052
2055-05-01,-0.17740981158084423
2055-06-01,-1.7063257553998028
2055-07-01,-5.157027300666357
2055-08-01,-7.793118465647979
2055-09-01,-5.70645500631889
2055-10-01,-18.8965678495519
2055-11-01,-12.98482342888326
2055-12-01,-11.164304845473339
2056-01-01,-3.775603529986199
2056-02-01,0.3899683335248483
2056-03-01,0.985517793543238
2056-04-01,1.410414751838232
2056-05-01,0.34132977653956686
2056-06-01,-0.42104240866268583
2056-07-01,-3.8004164751837948
2056-08-01,-3.7346755083869425
2056-09-01,-18.23637749167048
2056-10-01,-17.95627243939566
2056-11-01,-15.543323112936548
2056-12-01,-5.079138542624037
2057-01-01,-1.9911940630744311
2057-02-01,-0.2827485926010809
2057-03-01,0.707230511833643
2057-04-01,1.1872073902803777
2057-05-01,-0.42200389188877807
2057-06-01,-2.1246047076056698
2057-07-01,-5.716521857766509
2057-08-01,-10.422738826976058
2057-09-01,-13.601154462028944
2057-10-01,-10.937483843635107
2057-11-01,-9.432677504595574
2057-12-01,-10.207449520335445
2058-01-01,-1.4764422248391043
2058-02-01,1.2098345588235588
2058-03-01,2.0558144962086544
2058-04-01,2.8888248219209913
2058-05-01,0.9800637637868022
2058-06-01,0.44093412511489305
2058-07-01,-3.364795280905298
2058-08-01,-6.287716136259178
2058-09-01,-4.324487304687466
2058-10-01,-12.337426578297311
2058-11-01,-14.792749023437466
2058-12-01,-11.603564812155298
2059-01-01,-2.952156695197573
2059-02-01,0.10979973288146994
2059-03-01,1.4321888643152647
2059-04-01,2.7871384564568302
2059-05-01,2.446951832490811
2059-06-01,-1.5032879997701798
2059-07-01,-5.601610969094622
2059-08-01,-6.846372357536723
2059-09-01,-17.40113686954271
2059-10-01,-16.79472135656016
2059-11-01,-11.04264490464152
2059-12-01,-8.444688864315253
2060-01-01,-4.756148394416357
2060-02-01,0.5215120203354786
2060-03-01,1.2653848087086885
2060-04-01,1.3240855497472808
2060-05-01,1.1100797765395214
2060-06-01,-1.187000588809724
2060-07-01,-1.516998291015625
2060-08-01,-9.859639246323525
2060-09-01,-8.887207749310619
2060-10-01,-11.029168342141531
2060-10-01,-19.85330595128673
2060-12-01,-9.955708941291334
2060-12-01,-3.147816018497224
2061-01-01,-0.1734188304227473
2061-03-01,1.0492550120634405
2061-04-01,1.587254064223373
2061-05-01,0.7929586971507661
2061-06-01,-1.6631074793198195
2061-07-01,-2.693193862017438
2061-08-01,-6.232984834558806
2061-09-01,-15.572634169634625
2061-10-01,-10.376978616153451
2061-10-01,-5.245613726447573
2061-12-01,-6.6617180319393015
2061-12-01,-1.5545169605928209
2062-01-01,0.8503791360294599
2062-03-01,3.109771728515625
2062-04-01,2.174577421300569
2062-05-01,1.4873775706572019
2062-06-01,-0.3899101706111878
2062-07-01,-3.29724372414978
2062-08-01,-5.310044232536768
2062-09-01,-14.225857364430112
2062-10-01,-7.9066521139705515
2062-10-01,-7.559080595128648
2062-12-01,-5.9193025476791945
2062-12-01,-3.55727467256429
2063-01-01,0.39790218577667247
2063-03-01,2.3675662769991277
2063-04-01,3.0834472656250114
2063-05-01,0.7369129854090488
2063-06-01,-0.48276438993565307
2063-07-01,-2.2478616153492226
2063-08-01,-10.629948156020191
